iter	MultiClass
0	0.9499506093
1	0.8429302613
2	0.7487250189
3	0.6672131336
4	0.6019673291
5	0.5419864531
6	0.4919338832
7	0.4469912791
8	0.4051375447
9	0.3699035027
10	0.3393421079
11	0.3106792651
12	0.2839167115
13	0.260128226
14	0.2385474704
15	0.2190023446
16	0.2022094238
17	0.1859133747
18	0.1721054692
19	0.1584475647
20	0.146622559
21	0.1361795798
22	0.1281061595
23	0.1201386712
24	0.1114416372
25	0.1043417544
26	0.09642060328
27	0.08969693436
28	0.08341247525
29	0.07797528712
30	0.07332665808
31	0.06930881777
32	0.06469401216
33	0.06090345984
34	0.05757075256
35	0.05432225022
36	0.05079303193
37	0.04754031284
38	0.04454596732
39	0.04206379242
40	0.03944788623
41	0.0370182624
42	0.03466054635
43	0.03262115896
44	0.03079164112
45	0.02902124143
46	0.02731645969
47	0.02593526625
48	0.02455884662
49	0.02328856362
50	0.02212344165
51	0.02099626514
52	0.01986761057
53	0.01918236602
54	0.01815105316
55	0.01719704126
56	0.016275476
57	0.01540361633
58	0.01470901348
59	0.01411469747
60	0.01336111189
61	0.01274608031
62	0.01221234125
63	0.01171207144
64	0.01121616188
65	0.01072587202
66	0.01048688723
67	0.01016404143
68	0.009810571867
69	0.009430435238
70	0.009227859528
71	0.008828762563
72	0.008571384828
73	0.008294368348
74	0.008074656181
75	0.007778559192
76	0.007494573575
77	0.007220169261
78	0.007040678655
79	0.006962515528
80	0.006762584061
81	0.006671321143
82	0.006478993223
83	0.006356579023
84	0.006163981559
85	0.005945908157
86	0.005777524392
87	0.005682235549
88	0.00548369865
89	0.0053361431
90	0.00517685483
91	0.005007322481
92	0.00492149053
93	0.004790205152
94	0.004660268106
95	0.004539119891
96	0.004442195442
97	0.00437506517
98	0.004311128238
99	0.004162084205
100	0.00409525504
101	0.004008477603
102	0.003950878416
103	0.003946307282
104	0.003855773928
105	0.003762550003
106	0.003734391122
107	0.003686637011
108	0.003584651686
109	0.003520996729
110	0.003431477054
111	0.003365485381
112	0.003295361932
113	0.003231075158
114	0.00314706933
115	0.003118750628
116	0.003071694255
117	0.003025654609
118	0.002961387742
119	0.002892738831
120	0.002852593365
121	0.002796359688
122	0.002726752885
123	0.002673777013
124	0.002629480524
125	0.002606785033
126	0.002549294642
127	0.002546019807
128	0.002492150185
129	0.00245392739
130	0.00242773615
131	0.002386069852
132	0.00237145596
133	0.002337641344
134	0.002294885434
135	0.002292784572
136	0.002249243761
137	0.002209336876
138	0.002189836081
139	0.00217420712
140	0.002140179936
141	0.002106237355
142	0.002103431807
143	0.002101971121
144	0.002076161023
145	0.002055759578
146	0.002030383187
147	0.001995420288
148	0.001960646841
149	0.001947517986
150	0.001942630677
151	0.001916879452
152	0.00188700672
153	0.001872381283
154	0.001869896296
155	0.001859021565
156	0.001832616497
157	0.001805951673
158	0.001782098002
159	0.001759541933
160	0.001758402429
161	0.00173990053
162	0.001712775335
163	0.001700364942
164	0.00168261806
165	0.001665929614
166	0.001662055244
167	0.00165246484
168	0.001637196837
169	0.001635723772
170	0.001634851369
171	0.001607553837
172	0.001591769287
173	0.00159097745
174	0.001569879951
175	0.001568426316
176	0.001564444568
177	0.001552622367
178	0.001541034199
179	0.001531637003
180	0.001521418239
181	0.001514060486
182	0.001505010948
183	0.001488492786
184	0.001480721146
185	0.001470481796
186	0.001452630421
187	0.001451751926
188	0.001443444944
189	0.001442756724
190	0.001432261826
191	0.001425781018
192	0.001412861053
193	0.001394078099
194	0.001390903216
195	0.001382649145
196	0.001374786514
197	0.001358147893
198	0.00135543664
199	0.001341804912
200	0.001335747045
201	0.00131555039
202	0.001308179104
203	0.001305528096
204	0.00129583498
205	0.001286566149
206	0.001284455374
207	0.001272067157
208	0.001263627462
209	0.001256577083
210	0.001256028095
211	0.001247092714
212	0.001240589169
213	0.001234395484
214	0.001233940646
215	0.001231541218
216	0.00122582289
217	0.001216494254
218	0.001216114615
219	0.001214139203
220	0.001212866903
221	0.001205694856
222	0.001197169234
223	0.001190577663
224	0.001183932156
225	0.001182975085
226	0.001178314332
227	0.001173739167
228	0.00116145717
229	0.001153395881
230	0.001152928649
231	0.001146505867
232	0.001140774917
233	0.001134103786
234	0.001133587663
235	0.001127320361
236	0.001125098454
237	0.001120464887
238	0.001118311205
239	0.00111283571
240	0.001108061224
241	0.001107189842
242	0.001101784218
243	0.00110030271
244	0.001090013689
245	0.00108613466
246	0.001081583728
247	0.001076009709
248	0.001070178832
249	0.001065202177
250	0.001064689837
251	0.001063827864
252	0.001062291028
253	0.001057627008
254	0.001050813061
255	0.00105036389
256	0.001045289973
257	0.001039582471
258	0.001039160984
259	0.001034411439
260	0.001029703286
261	0.001026600418
262	0.001020861607
263	0.001016304815
264	0.001012405171
265	0.001007237782
266	0.001002346244
267	0.0009985489035
268	0.0009934229021
269	0.0009930535073
270	0.0009870304276
271	0.0009820509947
272	0.0009807387733
273	0.0009761718285
274	0.0009694180119
275	0.0009689458695
276	0.0009611697279
277	0.0009608156728
278	0.0009601050717
279	0.000951426409
280	0.0009444156228
281	0.0009416607224
282	0.0009412600672
283	0.0009407249438
284	0.0009366858591
285	0.0009355964656
286	0.0009317705934
287	0.0009268540504
288	0.0009203934464
289	0.0009152575119
290	0.0009140336737
291	0.0009099937564
292	0.0009065284933
293	0.0009026587061
294	0.0008985709889
295	0.0008948905244
296	0.0008909344665
297	0.0008873954157
298	0.0008799836637
299	0.0008795729179
300	0.0008780307511
301	0.0008765906406
302	0.0008762742808
303	0.0008722629969
304	0.0008720366461
305	0.0008680716858
306	0.0008647423659
307	0.0008644565721
308	0.0008640657874
309	0.0008638109854
310	0.0008610351067
311	0.0008599524162
312	0.0008569352401
313	0.0008546013081
314	0.000851124723
315	0.0008508074877
316	0.0008503374511
317	0.0008453499246
318	0.0008385720476
319	0.0008352171293
320	0.0008347242195
321	0.000829400255
322	0.0008291148474
323	0.0008286333022
324	0.0008254587686
325	0.0008242759136
326	0.0008193611492
327	0.0008191000134
328	0.0008188233122
329	0.0008153978252
330	0.0008151727109
331	0.0008122030883
332	0.0008112167117
333	0.0008071394743
334	0.0008031930412
335	0.0007982271981
336	0.0007978880424
337	0.0007976286122
338	0.0007929887643
339	0.000787375231
340	0.0007816043551
341	0.0007802531035
342	0.0007780318026
343	0.0007753077883
344	0.0007749115413
345	0.0007695891373
346	0.0007683084705
347	0.0007660928839
348	0.0007634126757
349	0.0007626360881
350	0.000761871704
351	0.0007570018523
352	0.0007549254932
353	0.0007529909569
354	0.000746986421
355	0.0007467779112
356	0.0007461225216
357	0.0007435575219
358	0.0007423294784
359	0.0007420336224
360	0.0007377302808
361	0.0007366877145
362	0.0007355444943
363	0.0007301108876
364	0.0007273798736
365	0.0007247876424
366	0.0007226637135
367	0.0007205738363
368	0.0007194277326
369	0.0007159265991
370	0.0007148541877
371	0.0007103773347
372	0.0007101622188
373	0.0007099469263
374	0.0007078936367
375	0.0007043122119
376	0.000702341324
377	0.0006994471378
378	0.0006987804505
379	0.0006961498044
380	0.0006940856327
381	0.000691583141
382	0.0006888809805
383	0.000686392538
384	0.0006843417231
385	0.0006824092042
386	0.000680423651
387	0.0006784927584
388	0.000676801175
389	0.0006766332652
390	0.0006744872117
391	0.0006729016237
392	0.0006713228336
393	0.0006697176769
394	0.0006695131015
395	0.0006670861613
396	0.0006630821448
397	0.0006628834085
398	0.0006626834052
399	0.0006613681504
400	0.0006610548562
401	0.0006585894916
402	0.0006574862271
403	0.0006555933216
404	0.0006540445069
405	0.0006531969218
406	0.0006505981476
407	0.0006484178976
408	0.0006464166315
409	0.0006447529279
410	0.0006422653971
411	0.0006402937908
412	0.0006401438237
413	0.0006400209941
414	0.0006384854974
415	0.0006368660986
416	0.0006344383544
417	0.0006311241172
418	0.0006288673787
419	0.0006265386903
420	0.0006261019302
421	0.0006231722131
422	0.0006230271377
423	0.0006227028131
424	0.0006210996609
425	0.0006175500305
426	0.0006170159862
427	0.0006168329388
428	0.0006151216771
429	0.0006129152724
430	0.0006127815648
431	0.0006126320322
432	0.0006124577344
433	0.0006105233424
434	0.0006089331707
435	0.0006087463101
436	0.0006071664009
437	0.0006069874676
438	0.0006053231957
439	0.0006036244471
440	0.0006010295889
441	0.0006008649505
442	0.0005991051986
443	0.0005977276772
444	0.0005956421268
445	0.0005954274081
446	0.0005937178846
447	0.000593552569
448	0.0005923633443
449	0.0005907343381
450	0.0005882193963
451	0.0005880671672
452	0.0005864155339
453	0.0005863183755
454	0.0005861733064
455	0.0005850675798
456	0.0005838415237
457	0.0005832305956
458	0.0005806972607
459	0.0005784892897
460	0.0005777893504
461	0.0005775778732
462	0.0005746913979
463	0.0005734615763
464	0.0005719803407
465	0.0005712084794
466	0.0005693041157
467	0.000568976304
468	0.0005671351138
469	0.0005656041863
470	0.0005652550802
471	0.000564078122
472	0.0005613347862
473	0.0005611758923
474	0.0005601537285
475	0.0005588505896
476	0.0005587189226
477	0.0005576252693
478	0.0005570050714
479	0.0005552406988
480	0.0005539277526
481	0.0005536712958
482	0.0005509551259
483	0.0005503188689
484	0.000550169608
485	0.0005478396897
486	0.0005467020866
487	0.000543905887
488	0.0005433208803
489	0.0005416151711
490	0.0005402760942
491	0.0005376273861
492	0.0005364039251
493	0.0005337386706
494	0.0005321353895
495	0.0005309148226
496	0.0005296389744
497	0.0005294131609
498	0.0005282069517
499	0.0005279527266
500	0.0005276855662
501	0.0005254366347
502	0.0005243206481
503	0.0005241868252
504	0.0005226341437
505	0.0005224994169
506	0.0005223121427
507	0.0005216494568
508	0.0005214507843
509	0.000519919698
510	0.0005197932744
511	0.000518720654
512	0.0005185771943
513	0.0005163028848
514	0.000516187469
515	0.0005154595658
516	0.0005139668439
517	0.0005124513128
518	0.0005121982256
519	0.000512012072
520	0.0005112436629
521	0.0005109107206
522	0.0005105097928
523	0.0005090610114
524	0.0005080331309
525	0.0005066480681
526	0.0005062275531
527	0.000504852194
528	0.0005036468456
529	0.0005014728073
530	0.0005010166697
531	0.0005008824869
532	0.0004986733845
533	0.0004972931035
534	0.0004951202697
535	0.0004950072061
536	0.0004944581889
537	0.0004943410083
538	0.0004940702023
539	0.0004938399095
540	0.0004936785877
541	0.0004925720776
542	0.0004919556789
543	0.0004913833757
544	0.0004891649426
545	0.0004876944074
546	0.0004875436736
547	0.0004864744624
548	0.0004856484329
549	0.0004835901276
550	0.00048302579
551	0.0004809728269
552	0.0004792936921
553	0.0004791508786
554	0.0004778532819
555	0.0004758572798
556	0.0004749482504
557	0.0004745576771
558	0.0004744606713
559	0.0004722619705
560	0.0004721702589
561	0.0004708877822
562	0.0004697162436
563	0.0004684888655
564	0.0004683877585
565	0.0004681531193
566	0.0004662880192
